Ambientes,Antigüedad,Baños,Bodegas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Expensas,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,neighborhood,price
1,10 años,1,,,,,,4200,,,,43,48,,Guemes Al 4400,Palermo Soho - Capital Federal,16000
1,7 años,,,,,Contrafrente,,6000,Norte,,1,116,121,,Paraguay Al 2000,Barrio Norte - Capital Federal,35000
1,7 años,,,,,Frente,,6000,Sur,,1,90,93,,Paraguay Al 2000,Barrio Norte - Capital Federal,20000
2,5 años,1,,,,,,7061,Norte,,,58,65,,Basavilbaso 1350,Retiro - Capital Federal,26000
1,0 años,1,,,,Frente,,2770,,,,38,38,Departamento,Santa Fé Al 1100,Retiro - Capital Federal,11000
1,0 años,1,,,2,Frente,,4500,,,,55,67,Departamento,Carhue  Al 100,Liniers - Capital Federal,12500
1,,1,,,,Lateral,,,,,,30,30,Departamento,Talcahuano 1100,Recoleta - Capital Federal,15000
1,7 años,,,,,Contrafrente,,6000,Norte,,1,116,121,,Paraguay Al 2000,Barrio Norte - Capital Federal,35000
1,40 años,1,,,,Contrafrente,,2600,,,,,30,,Viamonte Al 2000,Balvanera - Capital Federal,9000
1,0 años,1,,,3,Contrafrente,,1600,Oeste,7,8,36,39,Monoambiente,Neuquen 830,Caballito - Capital Federal,12000
1,0 años,1,,,,Frente,,5471,Norte,,,49,72,,Av. Santa Fe Y Aguero - 10º 12,Barrio Norte - Capital Federal,1000
1,6 años,1,,,4,Frente,,,Norte,3,7,35,40,,Pacheco 2600,Villa Urquiza - Capital Federal,12000
1,10 años,1,,,,Frente,,5083,Norte,,,36,40,,Junin Al 1100,Barrio Norte - Capital Federal,14000
,2 años,1,,1,,Contrafrente,,6400,,,,39,43,,Av Libertador Al 7700,Núñez - Capital Federal,20000
1,3 años,1,,,,Contrafrente,,2300,,,,34,35,,Godoy Cruz Al 1300,Palermo - Capital Federal,11500
1,6 años,1,,,,Frente,,5000,,,,,35,,J.m. Gutiérrez Al 2500,Recoleta - Capital Federal,17000
1,2 años,1,,,,Frente,,,,,,40,,,Olga Cossettini 1500,Puerto Madero - Capital Federal,1300
,40 años,,,13,,Frente,,,Norte,,9,6756,6756,,Reconquista 281,San Nicolás - Capital Federal,70000
1,0 años,1,,,,Frente,,2000,Sur,,,26,30,,Av. Garay 635 1º B ( Chacabuco - Perú),San Telmo - Capital Federal,11000
1,0 años,1,,,,Contrafrente,,3971,Sur,,,33,35,,Lascano Al 3400,Villa Del Parque - Capital Federal,10000
1,40 años,1,,,,Lateral,,1800,Norte,,,31,31,,Pumacahua 33,Flores - Capital Federal,9500
1,60 años,1,,,8,Frente,,,Norte,10,15,30,33,Departamento,Av. De Mayo 1200,Monserrat - Capital Federal,13500
1,15 años,1,,1,,Frente,,2500,Oeste,,,38,,,Tres Arroyos Al 2900,Flores - Capital Federal,9000
1,1 años,1,,,,Frente,,6000,Oeste,,,40,,,Olga Cossettini 1500,Puerto Madero - Capital Federal,25000
1,18 años,1,,1,,Contrafrente,,,Sur,,1,27,32,,"Correa Al 2300, Entre Cabildo Y Obligado",Núñez - Capital Federal,12000
1,0 años,1,,,,Frente,,2000,Sur,,,26,32,,Av. Garay 635 1º A ( Chacabuco - Perú),San Telmo - Capital Federal,12000
1,4 años,1,,1,,Frente,,3030,,,,38,42,,Melincue Al 2500,Villa Del Parque - Capital Federal,11500
1,,1,,,,Frente,,,,,,38,40,Departamento,Charcas 4200,Palermo - Capital Federal,990
3,12 años,3,,2,,Frente,,36000,,,,180,,,Julieta Lanteri 1202,Puerto Madero - Capital Federal,5500
1,,1,,,,Frente,,1500,,,,28,37,Departamento,Bartolomã© Mitre 3500,Almagro - Capital Federal,9000
1,0 años,1,,,,Interno,,3200,,,1,40,42,,Roosevelt Al 3000,Belgrano - Capital Federal,15000
1,8 años,1,,,10,Frente,,4500,,,13,36,40,Departamento,Austria Al 2500,Recoleta - Capital Federal,24000
1,37 años,1,,,,Frente,,2000,Este,,,,37,,Sinclair Al 3200,Palermo Chico - Capital Federal,13000
1,,1,,,,Frente,,1200,,,8,45,51,Departamento,Av. Dr. Ricardo Balbin 3600,Saavedra - Capital Federal,15000
1,2 años,1,,,,,,,,,,39,44,Departamento,Dorrego 1700,Palermo Hollywood - Capital Federal,15500
,0 años,,,,,,,,,,,,25,,Lautaro Al 900,Flores - Capital Federal,13500
1,40 años,1,,,,Lateral,,1900,,,,,23,,Malabia Al 2100,Palermo Soho - Capital Federal,9000
1,5 años,1,,,,Contrafrente,,4600,,,7,45,45,,Fitz Roy Al 2000,Palermo Hollywood - Capital Federal,15000
1,4 años,1,,1,,,,7000,Norte,,,37,37,,Azopardo 770,Puerto Madero - Capital Federal,1500
1,40 años,1,,,,Contrafrente,,3500,,,,25,25,,Marcelo T De Alvear Al 600,Capital Federal,8500
1,0 años,1,,,,Frente,,5472,Norte,,,53,61,,Av. Santa Fe Y Aguero -  9º 7,Barrio Norte - Capital Federal,900
,0 años,,,,,Frente,,,,,,315,,,Saenz Av. 100,Parque Patricios - Capital Federal,3500
1,0 años,1,,,,Frente,,5379,Norte,,,62,124,,Av. Santa Fe Y Aguero - 12º 10,Barrio Norte - Capital Federal,1500
1,0 años,1,,,,Frente,,5472,Norte,,,53,61,,Av. Santa Fe Y Aguero -  9º 7,Barrio Norte - Capital Federal,35000
1,,1,,,,Frente,,1,,,14,27,30,Departamento,Av. Corrientes 4800,Villa Crespo - Capital Federal,12000
1,4 años,1,,,,,,2600,,,,34,36,,Godoy Cruz 1300,Palermo - Capital Federal,11500
1,30 años,1,,,,Frente,,2800,Este,,,35,35,,Montevideo Al 300,San Nicolás - Capital Federal,13000
1,0 años,1,,,,,,4100,Sur,,,52,68,,"Aguero 1500, Y Av. Santa Fe",Palermo - Capital Federal,40000
1,0 años,1,,,,Contrafrente,,,,,,23,27,,Padilla Al 900,Villa Crespo - Capital Federal,10000
1,6 años,1,,,,Contrafrente,,2000,,,12,32,38,Departamento,Boyaca Al 1100,Villa Gral. Mitre - Capital Federal,10000
1,0 años,1,,,,Frente,,,,,,44,47,,Scalabrini Ortiz Al 3500,Palermo - Capital Federal,20000
1,2 años,1,,,,Frente,,3400,Este,7,1,2,37,Departamento,Pedro Goyena  1600 7°,Caballito - Capital Federal,13000
1,0 años,1,,1,,Lateral,,4500,,,3,38,45,,Malabia Al 1900,Palermo - Capital Federal,19000
1,0 años,1,,,,,,4100,Sur,,,52,68,,"Aguero 1500, Y Av. Santa Fe",Barrio Norte - Capital Federal,40000
1,,1,,,,,,,,,,32,34,Departamento,Thames Al 2300,Palermo Soho - Capital Federal,800
1,0 años,2,,,,Frente,,10500,Este,,,80,93,,Quartier Dorrego,Palermo Hollywood - Capital Federal,44000
1,,1,,1,,Contrafrente,,4200,,,8,40,43,Departamento,Costa Rica 5500,Palermo - Capital Federal,19000
1,50 años,1,,,,Lateral,,2500,,10,1,23,23,Departamento,Viamonte   800 10°,San Nicolás - Capital Federal,12000
1,,1,,,,Frente,,,,,,27,27,Departamento,"Cordoba, Avda. 3100",Barrio Norte - Capital Federal,15000
1,1 años,1,,,,,,,,,,25,25,Departamento,Marcelo T De Alvear Al 1600,Recoleta - Capital Federal,1400
1,45 años,1,,,,Frente,,1300,Oeste,,,35,35,,Amenabar Al 1800,Belgrano - Capital Federal,10000
1,7 años,1,,,,Frente,,3200,,,,27,37,,Paunero Al 2700,Palermo - Capital Federal,14000
,5 años,1,,1,4,Frente,,,Norte,1,4,40,40,,Benjamin Matienzo 2600,Colegiales - Capital Federal,16300
1,0 años,1,,7,,Frente,,2500,Sur,,,31,34,,Estados Unidos Al 2300,San Cristóbal - Capital Federal,10000
1,30 años,1,,,,Lateral,,1300,,,15,31,31,Departamento,Monroe Al 4900,Villa Urquiza - Capital Federal,11000
1,8 años,1,,,5,Frente,,3500,,,4,27,30,Departamento,Humahuaca Al 4500,Almagro - Capital Federal,11500
1,5 años,1,,,,Frente,,2400,,,8,38,40,,Thames Al 500 Entre Vera Y Av Corrientes,Villa Crespo - Capital Federal,15000
1,2 años,1,,1,,Contrafrente,,,Oeste,,,4,36,,Pieres 200,Liniers - Capital Federal,11000
2,70 años,2,,,,Interno,,9500,,,,95,,,Av. Del Libertador Al 3800,Palermo - Capital Federal,700
1,0 años,1,,1,,Frente,,6800,,,,45,48,Departamento,Azopardo Al 700,San Telmo - Capital Federal,20000
1,,1,,,,Frente,,,Norte,,,40,43,Monoambiente,Miller 2300,Villa Urquiza - Capital Federal,15000
1,0 años,1,,,,,,,,,,35,36,Departamento,Penaloza Rosario Vera Al 400,Puerto Madero - Capital Federal,1350
1,25 años,1,,,,Contrafrente,,5850,Sur,,,47,50,,Salguero Al 2500,Palermo - Capital Federal,11000
1,5 años,1,,,4,Lateral,,2000,Sur,8,9,35,35,Departamento,Jonte  3500 8°,Villa Del Parque - Capital Federal,9500
1,8 años,1,,,10,Frente,,4500,,,13,36,40,Departamento,Austria Al 2500,Recoleta - Capital Federal,23000
1,0 años,1,,,,Frente,,5471,Norte,,,52,60,,Av. Santa Fe Y Aguero - 10º 6,Barrio Norte - Capital Federal,900
1,0 años,1,,,,Frente,,5471,Norte,,,52,60,,Av. Santa Fe Y Aguero - 10º 6,Barrio Norte - Capital Federal,35000
,0 años,1,,,2,Frente,,,,,,220,220,Departamento,Av. Córdoba Al 900,San Nicolás - Capital Federal,42000
1,,1,,,,Contrafrente,,4200,,,8,40,43,Departamento,Costa Rica 5500,Palermo - Capital Federal,16000
1,0 años,1,,,,,,2800,,,,,33,,Esmeralda Al 600,Capital Federal,10500
1,0 años,1,,,,Frente,,,Norte,,,51,54,,Uriburu Y Peron - 6°b,Balvanera - Capital Federal,16000
,0 años,,,,,Frente,,1500,,,,42,42,,Ecehverría Al 4200,Villa Urquiza - Capital Federal,12500
1,0 años,1,,,,Frente,,,,,,25,,,Arribeños Al 3535 8°,Núñez - Capital Federal,12000
3,40 años,1,,,,Contrafrente,,2414,Este,,8,,67,,"Campos, Luis Maria Entre Chenaut, Indalecio, Gral. Y Arevalo",Palermo - Capital Federal,18500
1,37 años,1,,,,Frente,,2000,Este,,,,37,,Sinclair Al 3200,Palermo Nuevo - Capital Federal,13000
1,,1,,,,Frente,,1690,,,,37,37,Departamento,Av. Martin Garcia 500,Barracas - Capital Federal,13000
1,0 años,1,,1,8,Contrafrente,,800,,,3,33,36,Departamento,Vallejos Al 4400,Villa Devoto - Capital Federal,13000
1,1 años,1,,,10,Contrafrente,,1500,,5,9,40,40,Departamento,Av. Rivadavia 9819,Villa Luro - Capital Federal,9000
1,37 años,1,,,,Frente,,2000,Este,,,,37,,Sinclair Al 3200,Palermo Chico - Capital Federal,13000
1,50 años,1,,,,Frente,,3300,Oeste,,,32,32,,Peru Al 1100,San Telmo - Capital Federal,13000
1,,1,,1,,Contrafrente,,4800,,,,38,38,Monoambiente,Azcuenaga  1600,Recoleta - Capital Federal,178000
1,0 años,1,,1,,Frente,,5300,Sur,,,27,33,,F.d. Roosevelt 2100 - Mirabilia Belgrano/studios - Piso 2,Belgrano C - Capital Federal,15000
1,0 años,1,,,,,,2000,,,,23,25,Departamento,Justo Juan B Al 4000,Paternal - Capital Federal,11000
1,0 años,1,,1,,Frente,,5600,Sur,,,28,34,,Mirabilia Studios -roosevelt Al 2100 - Piso 1- Belgrano,Belgrano C - Capital Federal,14000
1,0 años,1,,,,Frente,,5471,Norte,,,54,62,,Av. Santa Fe Y Aguero - 10º 8,Barrio Norte - Capital Federal,900
3,45 años,1,,,,Contrafrente,,,Sur,,21,52,58,,"Av,cordoba Al 400",Retiro - Capital Federal,21500
1,0 años,1,,,,Frente,,5471,Norte,,,54,62,,Av. Santa Fe Y Aguero - 10º 8,Barrio Norte - Capital Federal,35000
,12 años,2,,,,Frente,,2500,Sur,,5,70,70,,Viamonte 945,San Cristóbal - Capital Federal,22000
1,10 años,1,,,4,Frente,,5000,Oeste,10,16,38,40,Departamento,Humboldt 1900,Palermo Hollywood - Capital Federal,21600
3,40 años,1,,1,,Frente,,,Este,,15,,,,Ciudad De La Paz Al 1500,Belgrano - Capital Federal,30000
1,50 años,1,,,,Frente,,,Oeste,,,20,20,,Libertad Al 400,San Nicolás - Capital Federal,18000
1,0 años,1,,,,Contrafrente,,4900,,,,33,35,,La Pampa Al 1300 6 Piso,Belgrano - Capital Federal,28000
1,0 años,1,,1,8,Contrafrente,,800,,,3,33,36,Departamento,Vallejos Al 4400,Villa Devoto - Capital Federal,13000
1,,1,,,,,,,,,,33,,,Paraguay 3018,Recoleta - Capital Federal,10900
4,0 años,,,,,,,,,,,110,110,,Ecuador Al 900,Balvanera - Capital Federal,35000
1,6 años,1,,,,,,3417,,,,38,41,,Santiago Del Estero Al 900,Constitución - Capital Federal,9800
1,,1,,,,Contrafrente,,6500,,,21,41,46,Departamento,Ciudad De La Paz 1900,Belgrano - Capital Federal,15900
,0 años,,,,,,,,,,,30,,,Balcarce Al 300,San Telmo - Capital Federal,32000
1,,1,,,,,,,,,,35,35,,Humberto Primo 471,San Telmo - Capital Federal,16000
1,2 años,1,,1,,Frente,,8000,Norte,,1,32,42,,Carranza 2264,Palermo Hollywood - Capital Federal,17000
1,0 años,1,,,,Contrafrente,,,,,,25,27,Departamento,Cullen Al 5200,Villa Urquiza - Capital Federal,10000
,0 años,,,,,,,,,,,,25,,Lautaro Al 900,Flores - Capital Federal,13500
1,0 años,1,,,,,,3800,Sur,,,53,62,,"Aguero 1500, Y Av. Santa Fe",Palermo - Capital Federal,35000
1,0 años,1,,1,,Contrafrente,,4600,,,,38,38,Departamento,Olga Cossettini 1500,Puerto Madero - Capital Federal,21000
1,45 años,1,,,,Contrafrente,,3500,,,1,30,30,,Av. Coronel Díaz Al 2500,Barrio Norte - Capital Federal,11500
1,50 años,1,,,,Contrafrente,,3900,,,8,,35,,Pacheco De Melo 3000,Recoleta - Capital Federal,12500
1,,1,,1,,,,,,,,39,39,Departamento,Av. Del Libertador Y Sucre,Belgrano - Capital Federal,19000
1,0 años,1,,,,Frente,,5471,Norte,,,53,61,,Av. Santa Fe Y Aguero - 10º 7,Barrio Norte - Capital Federal,35000
1,0 años,1,,,,,,3800,Sur,,,53,62,,"Aguero 1500, Y Av. Santa Fe",Barrio Norte - Capital Federal,35000
1,0 años,1,,,,,,4500,Este,,,49,72,,Aguero 1500 Y Santa Fe,Palermo - Capital Federal,38000
1,0 años,1,,,,,,4500,Este,,,49,72,,Aguero 1500 Y Santa Fe,Barrio Norte - Capital Federal,38000
1,0 años,1,,,,Frente,,5471,Norte,,,53,61,,Av. Santa Fe Y Aguero - 10º 7,Barrio Norte - Capital Federal,900
1,,1,,,,,,,,,,39,41,Departamento,Sanabria 2700,Villa Devoto - Capital Federal,10800
1,40 años,,,,,Interno,,,,,,,30,,Charcas Al 4100,Palermo - Capital Federal,500
1,40 años,,,,,Interno,,,,,,,30,,Charcas Al 4100,Palermo - Capital Federal,500
,45 años,2,,,,Frente,,43000,,,,261,261,,Alem Al 800,Retiro - Capital Federal,95000
1,36 años,1,,,,,,3000,,,,,28,,14 De Julio Al 1300,Villa Ortúzar - Capital Federal,10000
1,,1,,,,,,,,,,32,33,,Diaz Velez 4200,Almagro - Capital Federal,10500
1,0 años,,,,,,,,,,,,,,Laprida Al 1200,Barrio Norte - Capital Federal,15000
1,10 años,,,,,Frente,,,,,,30,30,,Amenabar 50,Palermo - Capital Federal,15000
1,10 años,1,,,,,,,,,11,20,20,Departamento,Olazabal Al 4700,Villa Urquiza - Capital Federal,500
1,40 años,1,,,,,,,,,,30,30,,Parana Al 1200,Recoleta - Capital Federal,16000
1,0 años,1,,,,,,5400,,,,40,43,,Aguero  Al 1500,Barrio Norte - Capital Federal,18000
1,10 años,1,,,,,,,,,11,20,20,Departamento,Olazabal Al 4700,Villa Urquiza - Capital Federal,500
1,0 años,1,,,,Contrafrente,,2800,,,,35,35,Departamento,Bartolome Mitre Al 2000,Barrio Norte - Capital Federal,14000
1,5 años,1,,,,Frente,,6700,,,,47,,,Camila O Gorman 400,Puerto Madero - Capital Federal,1000
1,0 años,1,,,,Frente,,3500,,,,27,27,Departamento,Av Del Libertador Al 700,Retiro - Capital Federal,18000
1,0 años,2,,,,,,1400,,,,92,126,Departamento,Superi Al 1400,Colegiales - Capital Federal,30000
1,40 años,1,,,,,,1125,,,,,,,Blanco Encalada Al 2400,Belgrano - Capital Federal,11500
,3 años,,,,,,,,,,,,90,,Virrey Del Pino Al 2300,Belgrano - Capital Federal,30000
1,,1,,,,Contrafrente,,1200,,,8,34,60,Departamento,Av. Dr. Ricardo Balbin 3600,Saavedra - Capital Federal,17500
1,40 años,1,,,8,Interno,,,Norte,1,8,18,18,Monoambiente,"Alberdi, Juan Bautista Av. 234",Caballito - Capital Federal,8000
,50 años,,,,,,,9500,,,,95,100,,Avenida Cordoba Al 3200,Palermo - Capital Federal,20000
1,,1,,,,,,,,,,56,65,,Av Triunvirato 3961 3900,Villa Urquiza - Capital Federal,18500
1,1 años,1,,,,,,15,,,,25,41,Departamento,Arregui Y Lope De Vega,Villa Real - Capital Federal,12500
,50 años,,,,,,,9500,,,,95,100,,Avenida Cordoba Al 3200,Barrio Norte - Capital Federal,20000
,50 años,,,,,,,9500,,,,95,100,,Avenida Cordoba Al 3200,Recoleta - Capital Federal,20000
1,5 años,1,,,,Contrafrente,,,,,,36,36,Departamento,Parana Al 400,Retiro - Capital Federal,10100
,0 años,1,,,,Frente,,,Este,,,,78,,Sanchez De Bustamante 64/con Cochera!,Almagro - Capital Federal,22900
1,,1,,,,Contrafrente,,,,,21,38,38,Departamento,Rosario Vera Peñaloza 500,Puerto Madero - Capital Federal,1200
1,0 años,1,,,4,Contrafrente,,1200,,,8,34,61,Departamento,Av. Ricardo Balbin  Al 3600,Saavedra - Capital Federal,18000
,30 años,2,,4,,Frente,,68000,,,,430,430,,San Martin Al 100,Capital Federal,6500
1,0 años,1,,,4,Contrafrente,,1200,,,8,33,60,Departamento,Av. Ricardo Balbin  Al 3600,Saavedra - Capital Federal,18000
1,40 años,1,,,8,Interno,,,Norte,1,8,18,18,Monoambiente,"Alberdi, Juan Bautista Av. 234",Almagro - Capital Federal,8000
1,40 años,1,,,,Contrafrente,,,,,1,,40,,Lidoro J. Quinteros Al 1400,Núñez - Capital Federal,15000
1,40 años,1,,,8,Interno,,,Norte,1,8,18,18,Monoambiente,"Alberdi, Juan Bautista Av. 234",Parque Chacabuco - Capital Federal,8000
1,0 años,1,,,,,,,,,,,30,,Guido Al 1900,Recoleta - Capital Federal,1200
,,1,,,,Frente,,,,,5,1250,1250,Departamento,Alsina 1100,Monserrat - Capital Federal,30000
1,5 años,1,,1,,,,2500,,,,31,33,Departamento,Ortiz De Ocampo 2564 5 C,Barrio Norte - Capital Federal,15000
,,1,,,,Frente,,,,,5,4150,4150,Departamento,Alsina 1100,Congreso - Capital Federal,30000
2,40 años,1,,,,Contrafrente,,2989,,,1,32,32,,Cerrito Al 500,Capital Federal,12000
,,1,,,,,,,,,,26,,,Saladillo 5359 Pb 2,Mataderos - Capital Federal,13000
1,0 años,1,,,,Contrafrente,,,,,9,,,,Beruti 3700,Recoleta - Capital Federal,13000
1,2 años,1,,1,,Frente,,6850,Oeste,,,40,40,,Ciudad De La Paz Al 100,Belgrano C - Capital Federal,15000
1,5 años,1,,,,Contrafrente,,,,,,36,36,Departamento,Parana Al 400,San Nicolás - Capital Federal,10100
1,,1,,,,,,,,,,35,44,Departamento,Gabriela Mistral Al 3100,Villa Pueyrredón - Capital Federal,11700
1,,1,,,,Contrafrente,,,,,7,,,Departamento,Humbolt 2400,Palermo - Capital Federal,15000
1,42 años,1,,,,Contrafrente,,2100,Este,,,,23,,Parana Al 400,Balvanera - Capital Federal,14800
2,3 años,,,1,,Frente,,22410,Norte,,1,106,106,,Macacha Güemes Al 300,Puerto Madero - Capital Federal,2200
1,,1,,,,Interno,,,,3,,29,29,Departamento,Santa Fe 1126,Constitución - Capital Federal,10000
1,45 años,1,,,8,Contrafrente,,1650,Sur,5,,28,28,Loft,Pacheco De Melo 1900,Recoleta - Capital Federal,11900
1,,1,,,,,,2500,,,,25,25,,Esmeralda 973,Retiro - Capital Federal,12000
1,0 años,1,,,,Contrafrente,,,,,9,,,,Beruti 3700,Recoleta - Capital Federal,14000
1,6 años,2,,,,Frente,,1200,,,,58,116,,"Rivadavia, Av. Al 1500",Congreso - Capital Federal,16000
1,0 años,1,,,,Contrafrente,,,,,9,,,,Beruti 3700,Recoleta - Capital Federal,14000
1,2 años,1,,,,Contrafrente,,3500,Este,1,6,38,38,Departamento,Argerich 3053,Villa Del Parque - Capital Federal,9000
1,,1,,,,,,,,5,1,30,35,Departamento,Pareja  3300 5°,Villa Devoto - Capital Federal,10000
1,,1,,,,,,,,,,30,34,,Superi 3583,Núñez - Capital Federal,10000
1,,1,,,,Frente,,1600,,,2,35,39,Departamento,Amenabar 2300,Belgrano - Capital Federal,12000
1,30 años,1,,,4,Frente,,,,5,6,40,45,Monoambiente,Lafinur 2954,Palermo - Capital Federal,165000
1,24 años,1,,,,,,,,,,26,26,Departamento,Av Jujuy 480,Balvanera - Capital Federal,10000
,0 años,,,,,,,,,,,,,,Correa Al 4300,Saavedra - Capital Federal,21000
1,,1,,,,Contrafrente,,4500,,,10,40,43,Departamento,Paraguay 2000,Recoleta - Capital Federal,13100
1,5 años,1,,,4,,,2300,,,12,40,43,Departamento,Av.cabildo   3000,Núñez - Capital Federal,13500
1,,1,,,,Frente,,4050,,,21,30,38,Departamento,Ciudad De La Paz 1900,Belgrano - Capital Federal,14500
1,8 años,1,,,3,Frente,,,,,10,40,42,Monoambiente,Cosquin 79,Liniers - Capital Federal,80000
1,40 años,1,,,4,,,2500,Norte,3,8,35,38,Departamento,Cerrito  400 3°,Capital Federal,9300
,,,,,,,,,,,,42,40,,Paraguay 3666,Palermo - Capital Federal,750
1,40 años,1,,,4,Contrafrente,,2800,Sur,3,10,30,30,Departamento,Belgrano 1836,Monserrat - Capital Federal,10000
1,,1,,,,Contrafrente,,4200,,,8,32,36,Departamento,Echeverria 2000,Belgrano - Capital Federal,13200
1,,1,,,,Frente,,2500,,,13,36,41,Departamento,Jujuy 800,San Cristóbal - Capital Federal,10000
1,,1,,,,Lateral,,2146,,,7,28,28,Departamento,Sinclair 3000,Palermo - Capital Federal,10000
1,,1,,1,,,,,,,,33,36,,Paysandu 463,Caballito - Capital Federal,13000
,,1,,,,Frente,,,,,5,4150,4150,Departamento,Alsina 1100,Balvanera - Capital Federal,30000
1,,1,,,,,,,,,1,43,40,Departamento,Cabrera  4100,Botánico - Capital Federal,12500
1,40 años,1,,,,Frente,,,,,,162,162,,Murguiondo 5705,Villa Lugano - Capital Federal,30000
1,,1,,,,,,,,,,45,55,,Av. Del Libertador 6040,Belgrano - Capital Federal,23000
1,,1,,,,Contrafrente,,3000,,,,34,34,Departamento,Av. Corrientes 2900,Balvanera - Capital Federal,12500
1,,1,,,,,,3500,,,,32,34,Departamento,Av Cordoba 2900,Balvanera - Capital Federal,10000
1,,1,,,,Frente,,4000,,,8,24,40,Departamento,Fitz Roy 2200,Palermo - Capital Federal,12000
1,,1,,,,Frente,,1406,,,,25,25,Departamento,Esmeralda 1300,Retiro - Capital Federal,8700
1,,1,,,,Frente,,,,,6,30,32,Departamento,Sanchez De Bustamante 1300,Recoleta - Capital Federal,14900
1,48 años,1,,,6,Lateral,,1550,Este,6,,20,20,Loft,Solis 637,Congreso - Capital Federal,7500
3,40 años,,,,,,,3000,,,,70,,,Paraguay Al 3200,Recoleta - Capital Federal,20000
1,10 años,1,,1,,,,2300,,1,1,40,50,Departamento,Lavalleja  700 1°,Villa Crespo - Capital Federal,13500
1,8 años,1,,,,Contrafrente,,2600,,,,30,35,Departamento,3 De Febrero Al 2700,Belgrano - Capital Federal,11000
1,,1,,,,,,,,,1,43,40,Departamento,Cabrera  4100,Botánico - Capital Federal,12500
1,35 años,1,,,,Frente,,,,,,,,,Lisandro De La Torre 4759,Villa Lugano - Capital Federal,10000
1,30 años,1,,,6,Contrafrente,,,Oeste,,,28,28,,Av San Martin 5400,Villa Del Parque - Capital Federal,8200
1,,1,,,,Contrafrente,,1900,,,9,20,20,Departamento,Elcano 3500,Colegiales - Capital Federal,9500
1,,1,,,3,Contrafrente,,2050,,234,9,53,55,Departamento,Cabrera  3700 2 O 3 O 4,Palermo Soho - Capital Federal,14000
1,,1,,,,Frente,,2700,,,8,21,21,Departamento,Zabala 2500,Belgrano - Capital Federal,10500
,,,,,,,,4700,,,,45,48,,Av. Las Heras 2371,Recoleta - Capital Federal,16500
1,,1,,,,Contrafrente,,4500,,,10,35,38,Departamento,Paraguay 2000,Recoleta - Capital Federal,11600
1,20 años,1,,,,Contrafrente,,,,1,,20,30,Monoambiente,Ramón Falcón 2900,Flores - Capital Federal,9000
1,,1,,,,Frente,,2700,,,10,30,30,Departamento,Jujuy 400,Once - Capital Federal,8900
1,,1,,,,Contrafrente,,,,,4,32,34,Departamento,Ramallo 4400,Saavedra - Capital Federal,9000
1,5 años,1,,,2,Frente,,3200,Oeste,,10,40,30,Monoambiente,Monroe 3100,Coghlan - Capital Federal,14000
1,,1,,,,Contrafrente,,4000,,,21,27,34,Departamento,Ciudad De La Paz 1900,Belgrano - Capital Federal,11800
1,,1,,,,Lateral,,2800,,,14,35,35,Departamento,Av Corrientes 4500,Almagro - Capital Federal,9000
1,,1,,,,Contrafrente,,1200,,,6,26,31,Departamento,Alsina Adolfo 2400,Balvanera - Capital Federal,9520
1,50 años,1,,,4,Contrafrente,,1200,Sur,,13,24,24,Loft,Av. Corrientes 5800,Villa Crespo - Capital Federal,8000
1,,1,,,,Contrafrente,,2200,,,4,30,36,Departamento,Gral Hornos 800,Barracas - Capital Federal,10000
1,,1,,,,Lateral,,1800,,,10,28,28,Departamento,"Arredondo, Virrey 2600",Belgrano - Capital Federal,9300
,4 años,1,,,2,Frente,,,Sur,3,10,31,36,,Mexico 923,Monserrat - Capital Federal,9500
1,,1,,,,Frente,,2700,,,8,42,45,Piso,Escalada 1000,Mataderos - Capital Federal,9500
1,,1,,,,Lateral,,2000,,,,25,25,Departamento,Medrano 1600,Palermo - Capital Federal,9100
1,7 años,1,,1,,,,,,,,30,30,Departamento,Rosario Vera Peñaloza 599,Puerto Madero - Capital Federal,22000
1,,1,,,,,,,,,,28,28,,Presidente Jose Evaristo Uriburu 1033,Barrio Norte - Capital Federal,9500
1,5 años,1,,,,Contrafrente,,1500,,,,35,50,Departamento,Yerbal 2900,Flores - Capital Federal,9900
